location,crop.x,bag_no,block.x,sample_time,series_no,tea_id,old_tea_id,tea_final_drywt_g,crop.y,block.y,number,tea_initial_drywt_g,notes,pct_n,pct_c
wiu,gpc,190,4,t5,10,194,194,0.742,gpc,4,4,2.2,NA,2.72,27.9
wiu,gpc,183,4,t6,3,199,199,1.423,gpc,4,9,2.1,NA,NA,NA
wiu,gpc,187,4,t7,7,198,198,1.44,gpc,4,8,2.2,NA,4.82,47.4
wiu,gpc,185,4,t8,5,196,196,1.487,gpc,4,6,2.1,NA,3.76,36
wiu,gpc,189,4,t9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wiu,pcro,2,1,t0,2,5,5,2.033,pcro,1,5,2.1,NA,NA,NA
wiu,pcro,8,1,t1,8,8,8,1.963,pcro,1,8,2.1,NA,3.96,48.8
wiu,pcro,3,1,t2,3,3,3,1.928,pcro,1,3,2.1,NA,4.18,48.6
wiu,pcro,9,1,t3,9,9,9,1.685,pcro,1,9,2.1,NA,4.39,47.9
wiu,pcro,1,1,t4,1,1,1,1.365,pcro,1,1,2,NA,4.62,45.6
wiu,pcro,6,1,t5,6,6,6,1.514,pcro,1,6,2.1,NA,4.51,43.9
wiu,pcro,5,1,t6,5,2,2,1.278,pcro,1,2,2.1,NA,5,45.7
wiu,pcro,4,1,t7,4,NA,NA,1.082,NA,NA,NA,NA,NA,NA,NA
wiu,pcro,7,1,t8,7,7,7,1.449,pcro,1,7,2.1,NA,4.52,41.5
wiu,pcro,10,1,t9,10,10,10,1.287,pcro,1,10,2.1,NA,5.23,46.8
wiu,pcro,77,2,t0,7,77,77,2.067,pcro,2,7,2.1,NA,NA,NA
wiu,pcro,75,2,t1,5,75,69,1.979,pcro,2,5,2.1,NA,3.11,38.6
wiu,pcro,80,2,t2,10,78,78,2.155,pcro,2,8,2.1,NA,3.28,38.9
wiu,pcro,79,2,t3,9,79,75,1.993,pcro,2,9,2.1,NA,3.56,45.8
wiu,pcro,73,2,t4,3,73,31,1.7,pcro,2,3,2.1,NA,3.685,41.400000000000006
wiu,pcro,72,2,t5,2,76,76,1.879,pcro,2,6,2.3,NA,3.2,33.8
wiu,pcro,78,2,t6,8,80,80,1.474,pcro,2,10,2.2,NA,4.04,43.7
wiu,pcro,76,2,t7,6,71,71,1.681,pcro,2,1,2.1,NA,2.88,30.4
wiu,pcro,71,2,t8,1,72,72,1.572,pcro,2,2,2.2,NA,4,38.7
wiu,pcro,74,2,t9,4,74,74,1.971,pcro,2,4,2.2,NA,2.91,29.5
wiu,pcro,148,3,t0,8,126,126,2.014,pcro,3,6,2.1,NA,NA,NA
wiu,pcro,147,3,t1,7,128,128,2.057,pcro,3,8,2.1,NA,3.49,44.6
wiu,pcro,143,3,t2,3,129,129,1.904,pcro,3,9,2.2,NA,3.44,43.4
wiu,pcro,149,3,t3,9,123,123,2.44,pcro,3,3,2,NA,2.83,35.7
wiu,pcro,144,3,t4,4,130,130,2.289,pcro,3,10,2.1,NA,2.67,29.5
wiu,pcro,145,3,t5,5,NA,125,2.609,NA,NA,NA,NA,NA,NA,NA
wiu,pcro,146,3,t6,6,124,124,1.709,pcro,3,4,2.1,NA,2.92,32.3
wiu,pcro,150,3,t7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wiu,pcro,141,3,t8,1,122,122,1.568,pcro,3,2,2.1,NA,3.88,36.1
wiu,pcro,142,3,t9,2,127,127,2.08,pcro,3,7,2.2,NA,NA,NA
wiu,pcro,191,4,t0,1,125,135,1.99,pcro,3,5,2.3,NA,2.18,21
wiu,pcro,195,4,t1,5,173,173,2.003,pcro,4,3,2,NA,3.67,45
wiu,pcro,200,4,t2,10,61,61,2.067,cr,2,1,2.2,NA,3.78,46.5
wiu,pcro,198,4,t3,8,178,178,1.734,pcro,4,8,2.1,NA,2.97,37.6
wiu,pcro,193,4,t4,3,171,171,1.542,pcro,4,1,2,NA,3.83,42.8
wiu,pcro,199,4,t5,9,NA,161,1.396,NA,NA,NA,NA,NA,NA,NA
wiu,pcro,194,4,t6,4,180,180,1.546,pcro,4,10,NA,forgot to measure probably 2,3.59,37.1
wiu,pcro,197,4,t7,7,94,176,1.793,ar,2,4,2.5,NA,3.74,33.4
wiu,pcro,192,4,t8,2,174,179,1.43,pcro,4,4,2.1,NA,3.27,34.5
wiu,pcro,196,4,t9,6,172,172,1.463,pcro,4,2,2,NA,3.96,38.4
wiu,wpc,20,1,t0,10,23,23,2.008,wpc,1,3,2.1,NA,3.18,40.2
wiu,wpc,17,1,t1,7,25,25,1.995,wpc,1,5,2.1,NA,3.04,29.7
wiu,wpc,16,1,t2,6,NA,22,1.863,NA,NA,NA,NA,NA,NA,NA
wiu,wpc,19,1,t3,9,NA,21,1.864,NA,NA,NA,NA,NA,NA,NA
wiu,wpc,18,1,t4,8,29,29,1.701,wpc,1,9,2.2,NA,3.52,37.4
wiu,wpc,12,1,t5,2,30,30,1.987,wpc,1,10,2.1,NA,2.1,21.3
wiu,wpc,14,1,t6,4,21,21,1.495,wpc,1,1,2.3,NA,4.75,44.7
wiu,wpc,13,1,t7,3,28,NA,NA,wpc,1,8,2.2,NA,1.33,11
wiu,wpc,15,1,t8,5,92,26,1.552,ar,2,2,2.2,NA,4.36,43.5
wiu,wpc,11,1,t9,1,24,NA,NA,wpc,1,4,2.2,NA,2.78,34.9
wiu,wpc,55,2,t0,5,86,86,2.031,wpc,2,6,2.1,NA,NA,NA
wiu,wpc,56,2,t1,6,88,88,2.188,wpc,2,8,2.3,NA,3.81,48
wiu,wpc,52,2,t2,2,22,22,1.856,wpc,1,2,2.1,NA,3.05,42.1
wiu,wpc,57,2,t3,7,87,87,2.241,wpc,2,7,2.2,NA,2.17,24.5
wiu,wpc,53,2,t4,3,58,85,2.02,gpc,2,8,2.1,NA,3.41,36.9
wiu,wpc,54,2,t6,4,68,68,1.961,cr,2,8,2.1,NA,2.49,25.9
wiu,wpc,58,2,t7,8,84,84,1.544,wpc,2,4,2,NA,3.22,37.9
wiu,wpc,51,2,t8,1,83,83,1.875,wpc,2,3,2.3,NA,2.68,28.1
wiu,wpc,60,2,t9,10,40,NA,NA,cr,1,10,2,NA,2.49,26.4
wiu,wpc,59,2,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wiu,wpc,112,3,t0,2,112,112,2.089,wpc,3,2,2.1,NA,NA,NA
wiu,wpc,117,3,t1,7,114,114,2.062,wpc,3,4,2.1,NA,3.86,47.4
wiu,wpc,119,3,t2,9,119,119,1.846,wpc,3,9,2.1,NA,3.35,46
wiu,wpc,113,3,t3,3,118,118,1.903,wpc,3,8,2.1,NA,NA,NA
wiu,wpc,114,3,t4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wiu,wpc,120,3,t5,10,117,117,1.685,wpc,3,7,2,NA,2.64,32
wiu,wpc,118,3,t6,8,115,115,1.668,wpc,3,5,2.1,NA,3.8499999999999996,35.6
wiu,wpc,115,3,t7,5,111,111,1.404,wpc,3,1,2.2,NA,4.54,45.1
wiu,wpc,116,3,t7,6,113,113,1.462,wpc,3,3,2.1,NA,3.93,39.3
wiu,wpc,111,3,t9,1,120,120,1.548,wpc,3,10,2,NA,2.6,31.8
wiu,wpc,151,4,t0,1,152,152,2.152,wpc,4,2,2.2,NA,NA,NA
wiu,wpc,156,4,t1,6,158,158,1.874,wpc,4,8,2,NA,3.66,46.9
wiu,wpc,155,4,t2,5,160,160,1.971,wpc,4,10,2.2,NA,3.58,46
wiu,wpc,153,4,t3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wiu,wpc,159,4,t4,9,151,151,1.684,wpc,4,1,2.1,NA,3.68,42.9
wiu,wpc,152,4,t5,2,153,153,1.78,wpc,4,3,2.1,NA,2.96,27.7
wiu,wpc,157,4,t6,7,157,157,1.585,wpc,4,7,2.3,NA,4.22,43.2
wiu,wpc,158,4,t7,8,551,155,1.529,NA,NA,NA,NA,NA,NA,NA
wiu,wpc,160,4,t8,10,156,156,1.712,wpc,4,6,2.1,NA,3.58,33.5
wiu,wpc,154,4,t9,4,159,159,1.422,wpc,4,9,2.2,NA,3.88,39.3
NA,NA,NA,NA,NA,NA,14,NA,NA,ar,1,4,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,15,NA,NA,ar,1,5,2.2,NA,NA,NA
NA,NA,NA,NA,NA,NA,18,NA,NA,ar,1,8,2.1,NA,2.89,30.2
NA,NA,NA,NA,NA,NA,20,NA,NA,ar,1,10,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,26,NA,NA,wpc,1,6,2.3,NA,NA,NA
NA,NA,NA,NA,NA,NA,27,NA,NA,wpc,1,7,2.2,NA,NA,NA
NA,NA,NA,NA,NA,NA,44,NA,NA,gpc,1,4,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,56,NA,NA,gpc,2,6,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,65,NA,NA,cr,2,5,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,82,NA,NA,wpc,2,2,2.3,NA,NA,NA
NA,NA,NA,NA,NA,NA,89,NA,NA,wpc,2,9,2.1,NA,3.295,40.3
NA,NA,NA,NA,NA,NA,90,NA,NA,wpc,2,10,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,110,NA,NA,gpc,3,10,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,121,NA,NA,pcro,3,1,2.2,NA,NA,NA
NA,NA,NA,NA,NA,NA,132,NA,NA,ar,3,2,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,154,NA,NA,wpc,4,4,2.2,NA,NA,NA
NA,NA,NA,NA,NA,NA,155,NA,NA,wpc,4,5,2.2,NA,3.77,37.7
NA,NA,NA,NA,NA,NA,162,NA,NA,ar,4,2,2.2,NA,3.72,40
NA,NA,NA,NA,NA,NA,170,NA,NA,ar,4,10,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,175,NA,NA,pcro,4,5,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,176,NA,NA,pcro,4,6,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,177,NA,NA,pcro,4,7,2.2,NA,NA,NA
NA,NA,NA,NA,NA,NA,179,NA,NA,pcro,4,9,NA,forgot to measure probably 2,NA,NA
NA,NA,NA,NA,NA,NA,185,NA,NA,cr,4,5,2.1,NA,4.34,43.5
NA,NA,NA,NA,NA,NA,186,NA,NA,cr,4,6,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,188,NA,NA,cr,4,8,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,191,NA,NA,gpc,4,1,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,192,NA,NA,gpc,4,2,2.2,NA,NA,NA
NA,NA,NA,NA,NA,NA,195,NA,NA,gpc,4,5,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,205,NA,NA,NA,NA,5,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,206,NA,NA,NA,NA,6,2.1,NA,4.245,47.45
NA,NA,NA,NA,NA,NA,209,NA,NA,NA,NA,9,2.1,NA,5.68,46.9
NA,NA,NA,NA,NA,NA,211,NA,NA,NA,NA,1,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,218,NA,NA,NA,NA,8,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,220,NA,NA,NA,NA,10,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,227,NA,NA,NA,NA,7,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,237,NA,NA,NA,NA,7,2.2,NA,NA,NA
NA,NA,NA,NA,NA,NA,241,NA,NA,NA,NA,NA,2.2,NA,NA,NA
NA,NA,NA,NA,NA,NA,244,NA,NA,NA,NA,NA,2.1,NA,3.89,48.3
NA,NA,NA,NA,NA,NA,256,NA,NA,NA,NA,NA,2.3,NA,NA,NA
NA,NA,NA,NA,NA,NA,258,NA,NA,NA,NA,NA,2.2,NA,NA,NA
NA,NA,NA,NA,NA,NA,260,NA,NA,NA,NA,NA,2.3,NA,1.81,17.9
NA,NA,NA,NA,NA,NA,263,NA,NA,NA,NA,NA,2.2,NA,4.77,48.6
NA,NA,NA,NA,NA,NA,266,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,276,NA,NA,NA,NA,NA,2.1,NA,3.25,29.2
NA,NA,NA,NA,NA,NA,288,NA,NA,NA,NA,NA,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,293,NA,NA,NA,NA,NA,2.1,2.048,3.69,47.9
NA,NA,NA,NA,NA,NA,304,NA,NA,NA,NA,NA,2,NA,3.17,32.3
NA,NA,NA,NA,NA,NA,307,NA,NA,NA,NA,NA,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,308,NA,NA,NA,NA,NA,2.2,NA,NA,NA
NA,NA,NA,NA,NA,NA,313,NA,NA,NA,NA,NA,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,315,NA,NA,NA,NA,NA,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,344,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,346,NA,NA,NA,NA,NA,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,350,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,351,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,353,NA,NA,NA,NA,NA,2.3,NA,NA,NA
NA,NA,NA,NA,NA,NA,354,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,355,NA,NA,NA,NA,NA,2.3,NA,NA,NA
NA,NA,NA,NA,NA,NA,356,NA,NA,NA,NA,NA,2.3,NA,NA,NA
NA,NA,NA,NA,NA,NA,357,NA,NA,NA,NA,NA,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,358,NA,NA,NA,NA,NA,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,359,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,360,NA,NA,NA,NA,NA,2.3,NA,NA,NA
NA,NA,NA,NA,NA,NA,362,NA,NA,NA,NA,NA,2.2,NA,NA,NA
NA,NA,NA,NA,NA,NA,363,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,365,NA,NA,NA,NA,NA,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,366,NA,NA,NA,NA,NA,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,367,NA,NA,NA,NA,NA,2.2,NA,NA,NA
NA,NA,NA,NA,NA,NA,368,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,369,NA,NA,NA,NA,NA,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,370,NA,NA,NA,NA,NA,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,371,NA,NA,NA,NA,NA,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,372,NA,NA,NA,NA,NA,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,373,NA,NA,NA,NA,NA,2.3,NA,NA,NA
NA,NA,NA,NA,NA,NA,374,NA,NA,NA,NA,NA,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,375,NA,NA,NA,NA,NA,2.2,NA,NA,NA
NA,NA,NA,NA,NA,NA,376,NA,NA,NA,NA,NA,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,377,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,379,NA,NA,NA,NA,NA,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,380,NA,NA,NA,NA,NA,2.2,NA,NA,NA
NA,NA,NA,NA,NA,NA,382,NA,NA,NA,NA,NA,2.3,NA,NA,NA
NA,NA,NA,NA,NA,NA,383,NA,NA,NA,NA,NA,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,384,NA,NA,NA,NA,NA,2.4,NA,NA,NA
NA,NA,NA,NA,NA,NA,385,NA,NA,NA,NA,NA,2.4,NA,NA,NA
NA,NA,NA,NA,NA,NA,386,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,387,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,388,NA,NA,NA,NA,NA,2.3,NA,NA,NA
NA,NA,NA,NA,NA,NA,389,NA,NA,NA,NA,NA,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,390,NA,NA,NA,NA,NA,2.2,NA,NA,NA
NA,NA,NA,NA,NA,NA,391,NA,NA,NA,NA,NA,2.2,NA,NA,NA
NA,NA,NA,NA,NA,NA,392,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,393,NA,NA,NA,NA,NA,2.2,NA,NA,NA
NA,NA,NA,NA,NA,NA,394,NA,NA,NA,NA,NA,2.2,NA,NA,NA
NA,NA,NA,NA,NA,NA,395,NA,NA,NA,NA,NA,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,396,NA,NA,NA,NA,NA,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,397,NA,NA,NA,NA,NA,1.9,NA,NA,NA
NA,NA,NA,NA,NA,NA,398,NA,NA,NA,NA,NA,2.2,NA,NA,NA
NA,NA,NA,NA,NA,NA,399,NA,NA,NA,NA,NA,2.1,NA,NA,NA
NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,2.2,NA,NA,NA
NA,NA,NA,NA,NA,NA,527,NA,NA,NA,NA,NA,NA,NA,3.78,49.2
